"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"J9vKBF2Q1wokvFYyki7cq3WQBuGzj6zgKkOWwiPJ2p4=","J9vKBF2Q1wokvFYyki7cq3WQBuGzj6zgKkOWwiPJ2p4=","J9vKBF2Q1wokvFYyki7cq3WQBuGzj6zgKkOWwiPJ2p4=","Rabat-Salé-Zemmour-Zaer","أشد العلماء تواضعا أكثرهم علما، كما أن المكان المنخفض أكثر البقاع ماء.🇦🇪🇦🇪","","59","128","2018-12-16","en"
"dlOjpjzu5Zh8MqVDoTxLwm5Pd2oVNLgD52fHQqKQcA=","dlOjpjzu5Zh8MqVDoTxLwm5Pd2oVNLgD52fHQqKQcA=","dlOjpjzu5Zh8MqVDoTxLwm5Pd2oVNLgD52fHQqKQcA=","القاهرة, مصر","🙈🙉🙊","","6","20","2018-12-22","en"
"f1u+MjoZibVI6JNw1h5dGvVMQ5MG9mbu73zd+NAXb74=","f1u+MjoZibVI6JNw1h5dGvVMQ5MG9mbu73zd+NAXb74=","f1u+MjoZibVI6JNw1h5dGvVMQ5MG9mbu73zd+NAXb74=","","#Politics Writer interested in #MiddleEast affairs","","25","46","2019-02-05","en"
"qZU2aX1o2yStuMXUcbYi6uurViPJYLI8jouhrimTcI=","qZU2aX1o2yStuMXUcbYi6uurViPJYLI8jouhrimTcI=","qZU2aX1o2yStuMXUcbYi6uurViPJYLI8jouhrimTcI=","","مليح بهير","","1","3","2015-09-16","en"
"pPgx+1IcjOycHD4I6piYE4EyQF1s7Z7Nh1WVbp91c=","pPgx+1IcjOycHD4I6piYE4EyQF1s7Z7Nh1WVbp91c=","pPgx+1IcjOycHD4I6piYE4EyQF1s7Z7Nh1WVbp91c=","Russia","Красота спасёт мир!

 Жизнь нельзя понять умом, ее нужно прожить :D (Y) https://t.co/9ayVImjxkf
https://t.co/wD8EmFqnGW","","2288","1047","2018-01-12","en"
"Yoaba96qcuDp5JU0C+qib6apulPl9z1AJ923Plx6rE=","Yoaba96qcuDp5JU0C+qib6apulPl9z1AJ923Plx6rE=","Yoaba96qcuDp5JU0C+qib6apulPl9z1AJ923Plx6rE=","北京","爱自己就是爱生活","","113","736","2018-05-25","en"
"MTXCjGSoyeCESWToVZkhRDdcq8D7ZG4nIk7Xu+GfoI=","MTXCjGSoyeCESWToVZkhRDdcq8D7ZG4nIk7Xu+GfoI=","MTXCjGSoyeCESWToVZkhRDdcq8D7ZG4nIk7Xu+GfoI=","","","","17","45","2018-08-25","en"
"MSnMn88oBtP2raFQkDjgh2LKrwfDH8+UfPLkir4ni7g=","MSnMn88oBtP2raFQkDjgh2LKrwfDH8+UfPLkir4ni7g=","MSnMn88oBtP2raFQkDjgh2LKrwfDH8+UfPLkir4ni7g=","","","","2","6","2018-10-05","en"
"tqaOavgNCNQ7tZXym+Qedj81tsXDkqYbdZQvzJal8Y=","tqaOavgNCNQ7tZXym+Qedj81tsXDkqYbdZQvzJal8Y=","tqaOavgNCNQ7tZXym+Qedj81tsXDkqYbdZQvzJal8Y=","","","","0","0","2018-12-12","ar"
"9CvfuXhSMTJV0jML37J7USrmHatWGFpKykMa59tYHMs=","9CvfuXhSMTJV0jML37J7USrmHatWGFpKykMa59tYHMs=","9CvfuXhSMTJV0jML37J7USrmHatWGFpKykMa59tYHMs=","","به خودم مربوطه؛ درسم کی تموم شده؟ معدلم چنده؟ شغلم چیه؟ حقوقم چقدره؟","","31","75","2019-01-15","en"
"fNrqjdaNdxGhK2x3e8olVfhqggpPbbiHonZJiQqR5A=","fNrqjdaNdxGhK2x3e8olVfhqggpPbbiHonZJiQqR5A=","fNrqjdaNdxGhK2x3e8olVfhqggpPbbiHonZJiQqR5A=","","اللهم احفظ وطني من شر كل عدو يريد به الدمار","","12","0","2019-01-21","en"
"AYqs1MTri4nVtfbjVHPhSa9HB4JEJKNPMUVkuzAaS5s=","AYqs1MTri4nVtfbjVHPhSa9HB4JEJKNPMUVkuzAaS5s=","AYqs1MTri4nVtfbjVHPhSa9HB4JEJKNPMUVkuzAaS5s=","","نضير اشرف","","36","159","2015-10-10","en"
"8gkUcvXbD2KnNAyKZFLgPWVwlE7aZuNV0w9jIYnOP8=","8gkUcvXbD2KnNAyKZFLgPWVwlE7aZuNV0w9jIYnOP8=","8gkUcvXbD2KnNAyKZFLgPWVwlE7aZuNV0w9jIYnOP8=","Egypt","اللى فارق كان مفارق بس مستنى البديل..
👌","","0","0","2018-05-20","en"
"1sxYgNexM4z8yQ0hW6LkKB1WpaD2hqD+fo4V5CWNZCM=","1sxYgNexM4z8yQ0hW6LkKB1WpaD2hqD+fo4V5CWNZCM=","1sxYgNexM4z8yQ0hW6LkKB1WpaD2hqD+fo4V5CWNZCM=","","","","0","53","2018-06-19","en"
"iatIJkhC6famCA92XX9JQ0APcVuBPJuNkUKpesIqHHM=","iatIJkhC6famCA92XX9JQ0APcVuBPJuNkUKpesIqHHM=","iatIJkhC6famCA92XX9JQ0APcVuBPJuNkUKpesIqHHM=","","‏اللهم لا تجعل الدنيا آخر همى","","81","155","2018-07-16","ar"
"ailCZlu1EhGHjqVeL6e9gyWvKo0opo7owAnKLd2eLM=","ailCZlu1EhGHjqVeL6e9gyWvKo0opo7owAnKLd2eLM=","ailCZlu1EhGHjqVeL6e9gyWvKo0opo7owAnKLd2eLM=","","#لله الحمد","","39","52","2018-08-25","ar"
"PSJik9Cciq191aGe4Wp4fbJLrJCJlNykfEEdHe1zs=","PSJik9Cciq191aGe4Wp4fbJLrJCJlNykfEEdHe1zs=","PSJik9Cciq191aGe4Wp4fbJLrJCJlNykfEEdHe1zs=","Qatar","قُل لَّن يُصِيبَنَا إِلَّا مَا كَتَبَ اللَّهُ لَنَا هُوَ مَوْلَانَا ۚ وَعَلَى اللَّهِ فَلْيَتَوَكَّلِ الْمُؤْمِنُونَ","","4","50","2019-01-31","en"
"mmkx7XPUCXEnQOYMOPksOsiKw5e4gPEFTLqSVu5FzQ=","mmkx7XPUCXEnQOYMOPksOsiKw5e4gPEFTLqSVu5FzQ=","mmkx7XPUCXEnQOYMOPksOsiKw5e4gPEFTLqSVu5FzQ=","","","","4","148","2017-10-10","en"
"mbb+C6xWEj1NaJfkv4iu42x+vwero2qrAH9q3Mw9Zc=","mbb+C6xWEj1NaJfkv4iu42x+vwero2qrAH9q3Mw9Zc=","mbb+C6xWEj1NaJfkv4iu42x+vwero2qrAH9q3Mw9Zc=","Spain","Nunca podría ser descrito en 150 caracteres.","","372","319","2018-03-03","en"
"L9jxPrGtIpqwFRn76u7JIuBbbN2+M7mVRJvCEFq6qks=","L9jxPrGtIpqwFRn76u7JIuBbbN2+M7mVRJvCEFq6qks=","L9jxPrGtIpqwFRn76u7JIuBbbN2+M7mVRJvCEFq6qks=","","","","0","41","2018-07-10","en"
"CB7ObxnGALRSIEDZp2ZUcj+Im8HEgf1tc5rkynC3Lk=","CB7ObxnGALRSIEDZp2ZUcj+Im8HEgf1tc5rkynC3Lk=","CB7ObxnGALRSIEDZp2ZUcj+Im8HEgf1tc5rkynC3Lk=","","","","363","207","2018-08-06","en"
"78cZ+Uqvv8h7u6MPGnBfhfDEYWWQSdQ9QtHL9mFncZA=","78cZ+Uqvv8h7u6MPGnBfhfDEYWWQSdQ9QtHL9mFncZA=","78cZ+Uqvv8h7u6MPGnBfhfDEYWWQSdQ9QtHL9mFncZA=","yeme","‏‏🇾🇪اللهم احفض اليمن وأهله 🇾🇪","","150","243","2018-09-15","en"
"7fWfKtqAa6+KA3+1MUe3Ud82Pv+0CFjNyeXbT9EtzU=","7fWfKtqAa6+KA3+1MUe3Ud82Pv+0CFjNyeXbT9EtzU=","7fWfKtqAa6+KA3+1MUe3Ud82Pv+0CFjNyeXbT9EtzU=","","Eat, tweet and retweet","","0","0","2018-11-25","en"
"38wpqOlP7VtWbeWa6Z+8sYS++0uEAvwdJzNnyPr2bB4=","38wpqOlP7VtWbeWa6Z+8sYS++0uEAvwdJzNnyPr2bB4=","38wpqOlP7VtWbeWa6Z+8sYS++0uEAvwdJzNnyPr2bB4=","","Faris Bakir","","172","386","2018-12-05","en"
"+OuIMP0eIFLYNVKG24bnFEN6xaiF05VFh+mNX2H66WI=","+OuIMP0eIFLYNVKG24bnFEN6xaiF05VFh+mNX2H66WI=","+OuIMP0eIFLYNVKG24bnFEN6xaiF05VFh+mNX2H66WI=","","Pencerene sığdığı kadar gökyüzü🌈","","338","427","2019-01-31","tr"
"nRFMuLIZTqbgMbk7PZeU5HsvLTFL4y6QD0TtqO7zsBA=","nRFMuLIZTqbgMbk7PZeU5HsvLTFL4y6QD0TtqO7zsBA=","nRFMuLIZTqbgMbk7PZeU5HsvLTFL4y6QD0TtqO7zsBA=","Spain","Soy real y espero que algunos de mis seguidores también.","","463","699","2018-01-13","en"
"l+ZL3dglOxwwQjKYQx7yvKjzD+WB9xUJXkC1EKGAjkU=","l+ZL3dglOxwwQjKYQx7yvKjzD+WB9xUJXkC1EKGAjkU=","l+ZL3dglOxwwQjKYQx7yvKjzD+WB9xUJXkC1EKGAjkU=","Spain","Por favor, no juzgues demasiado rápido cuando no sabes de mí.","","237","222","2018-03-01","en"
"njW0ywIhDdVlGNaZHReO4V8mDL+ZMIcd7NjwJVzAjM=","njW0ywIhDdVlGNaZHReO4V8mDL+ZMIcd7NjwJVzAjM=","njW0ywIhDdVlGNaZHReO4V8mDL+ZMIcd7NjwJVzAjM=","","","","0","46","2018-09-17","en"
"xO18yUzv+we0je4c92LOqn1j9fxxX9sqBY2crwyiS8Y=","xO18yUzv+we0je4c92LOqn1j9fxxX9sqBY2crwyiS8Y=","xO18yUzv+we0je4c92LOqn1j9fxxX9sqBY2crwyiS8Y=","","","","0","1","2018-11-12","en"
"ZF2+NRMydigL9+M6bfJ51dfV+fPvRj1dzkiexNi9SY=","ZF2+NRMydigL9+M6bfJ51dfV+fPvRj1dzkiexNi9SY=","ZF2+NRMydigL9+M6bfJ51dfV+fPvRj1dzkiexNi9SY=","","","","0","0","2019-01-19","en"
"4WX0HUJlHN8nET3wHwlbNrlZHYBOYFCsTRQ5XwFUn3s=","4WX0HUJlHN8nET3wHwlbNrlZHYBOYFCsTRQ5XwFUn3s=","4WX0HUJlHN8nET3wHwlbNrlZHYBOYFCsTRQ5XwFUn3s=","","إنسان بسيط جدا عاشق للعميد","","0","0","2019-02-04","en"
"VcNoAUZG618P7RV8DqenrcYlR7UcBn+asF9yDq03rU=","VcNoAUZG618P7RV8DqenrcYlR7UcBn+asF9yDq03rU=","VcNoAUZG618P7RV8DqenrcYlR7UcBn+asF9yDq03rU=","","","","80","127","2019-03-17","ar"
"BIb79kVxxhoRMpodrRtTyWGt5s5cJ3Ed8ylxt0ImEyA=","BIb79kVxxhoRMpodrRtTyWGt5s5cJ3Ed8ylxt0ImEyA=","BIb79kVxxhoRMpodrRtTyWGt5s5cJ3Ed8ylxt0ImEyA=","Yemen","وزارة الإعلام ،، الإعلام البديل ، الإعلام الهادف🎤📷📹🎥📺","","256","279","2018-03-09","en"
"YtnpJQdnjxdJjqyeOPAilhg4TCY7UO3gw7eiooTnlM=","YtnpJQdnjxdJjqyeOPAilhg4TCY7UO3gw7eiooTnlM=","YtnpJQdnjxdJjqyeOPAilhg4TCY7UO3gw7eiooTnlM=","تركيا","الله","","57","38","2018-10-08","ar"
"iDC6yg6Il1iuNsmxv1Z4nJHxGhLxPGQ5rmISYgMKk=","iDC6yg6Il1iuNsmxv1Z4nJHxGhLxPGQ5rmISYgMKk=","iDC6yg6Il1iuNsmxv1Z4nJHxGhLxPGQ5rmISYgMKk=","香港","最好活法就是顺其自然，能走出黑暗，阳光就会给你温暖。","","0","14","2018-11-05","en"
"vHKX0aR7ZQeNdpJLL62gW5IU2UkUnTby03espN80w=","vHKX0aR7ZQeNdpJLL62gW5IU2UkUnTby03espN80w=","vHKX0aR7ZQeNdpJLL62gW5IU2UkUnTby03espN80w=","","","","0","0","2018-11-13","en"
"cKCZYic3ziGpgdNCSbAhcBozPczpz45XYFSEjI7UI=","cKCZYic3ziGpgdNCSbAhcBozPczpz45XYFSEjI7UI=","cKCZYic3ziGpgdNCSbAhcBozPczpz45XYFSEjI7UI=","Tunisia","تونسي و افتخر 🇹🇳موطني تونس الخضراء❤️","","243","529","2019-01-25","en"
"W276lBpcDz7Jmq4f5jHaYPsroqj4aa4PUeGFCr5hzL4=","W276lBpcDz7Jmq4f5jHaYPsroqj4aa4PUeGFCr5hzL4=","W276lBpcDz7Jmq4f5jHaYPsroqj4aa4PUeGFCr5hzL4=","Malaysia","Technology. Innovate. Freedom.","","8","43","2019-02-02","en"
"drzeJG9a0Hq3sUNs+S5ySzqck0BGcf4xJ2PWCO8dXQ=","drzeJG9a0Hq3sUNs+S5ySzqck0BGcf4xJ2PWCO8dXQ=","drzeJG9a0Hq3sUNs+S5ySzqck0BGcf4xJ2PWCO8dXQ=","","اليمن هي عرضي وشرفي موطني","","2","26","2019-02-05","en"
"VhdSFdP7dhSiUxMCa4dVwfdEN2zZ3F1LQPUfmIa82UM=","VhdSFdP7dhSiUxMCa4dVwfdEN2zZ3F1LQPUfmIa82UM=","VhdSFdP7dhSiUxMCa4dVwfdEN2zZ3F1LQPUfmIa82UM=","","","","0","0","2019-02-06","en"
"6kyWYjY1OUjg65dia27GG0PVJNhYLYuPRt3xTcq7cCY=","6kyWYjY1OUjg65dia27GG0PVJNhYLYuPRt3xTcq7cCY=","6kyWYjY1OUjg65dia27GG0PVJNhYLYuPRt3xTcq7cCY=","","ممدوح بهي","","1","3","2015-10-23","ar"
"21A4wW35kbt8Lz2lLZidov5ovV3gudLR4wYFG6Fo9k=","21A4wW35kbt8Lz2lLZidov5ovV3gudLR4wYFG6Fo9k=","21A4wW35kbt8Lz2lLZidov5ovV3gudLR4wYFG6Fo9k=","","","","240","526","2018-07-03","ar"
"f0Hu5EVWZBJvjzQ5KLvQWdi5jWyHdKOjemJObgUoXiw=","f0Hu5EVWZBJvjzQ5KLvQWdi5jWyHdKOjemJObgUoXiw=","f0Hu5EVWZBJvjzQ5KLvQWdi5jWyHdKOjemJObgUoXiw=","Alexandria, Egypt","وتلك الأيام نداولها بين الناس","","134","153","2018-06-22","en"
"+PhrTEMbLT+hD0Emg+jzAOzU6GBDiq5ZzNBcfAmvqyA=","+PhrTEMbLT+hD0Emg+jzAOzU6GBDiq5ZzNBcfAmvqyA=","+PhrTEMbLT+hD0Emg+jzAOzU6GBDiq5ZzNBcfAmvqyA=","","","","24","37","2018-07-02","en"
"MlReDNR65ZPIkTInSQyuM8mulTyx5qLcbYbf7qFP4Ic=","MlReDNR65ZPIkTInSQyuM8mulTyx5qLcbYbf7qFP4Ic=","MlReDNR65ZPIkTInSQyuM8mulTyx5qLcbYbf7qFP4Ic=","Tunisia","Chaque jour de ta vie est un feuillet de ton histoire que tu écris..","","7","24","2018-11-04","en"
"hR8oNbPbk70EfGuNnOhYeCDZ17WUfb69V2sUiQaCsg=","hR8oNbPbk70EfGuNnOhYeCDZ17WUfb69V2sUiQaCsg=","hR8oNbPbk70EfGuNnOhYeCDZ17WUfb69V2sUiQaCsg=","Irani, Brasil","عاشق رسانه های اجتماعی و ارسال هر روز یک یا دو صدای جیر جیر","","0","0","2018-11-25","en"
"E9mUR01bEZAgt9d7lvl4bRNaAbkuampDB5YaPlEL0s=","E9mUR01bEZAgt9d7lvl4bRNaAbkuampDB5YaPlEL0s=","E9mUR01bEZAgt9d7lvl4bRNaAbkuampDB5YaPlEL0s=","","‏یاد بعضی نفرات ‎#رزق روحم شده است مادرم ‎#مادر 🌹🌹💙","","407","848","2018-12-04","en"
"12K1z4pQXxpHZTB6LE+jiHWzZOLn1eSxRnSsM9zG9qc=","12K1z4pQXxpHZTB6LE+jiHWzZOLn1eSxRnSsM9zG9qc=","12K1z4pQXxpHZTB6LE+jiHWzZOLn1eSxRnSsM9zG9qc=","lebanon","لبنان وطني وموطني","","71","124","2018-05-26","en"
"UKdXrYd4KYtCtKLkPsICNu8IKVwGd+HtGO5D7xG7Zqk=","UKdXrYd4KYtCtKLkPsICNu8IKVwGd+HtGO5D7xG7Zqk=","UKdXrYd4KYtCtKLkPsICNu8IKVwGd+HtGO5D7xG7Zqk=","","","","0","51","2018-06-19","en"
"3aiFFaxe5uuhnD+QqOtAFSEOqExWB6QKtf8p3Hgt4=","3aiFFaxe5uuhnD+QqOtAFSEOqExWB6QKtf8p3Hgt4=","3aiFFaxe5uuhnD+QqOtAFSEOqExWB6QKtf8p3Hgt4=","Yemen","Yemeni journalist","","132","77","2018-09-10","en"
"EhxNoZuQb9uolXwVF0DJGxrDYGg0FCe3dZbchfAWiKY=","EhxNoZuQb9uolXwVF0DJGxrDYGg0FCe3dZbchfAWiKY=","EhxNoZuQb9uolXwVF0DJGxrDYGg0FCe3dZbchfAWiKY=","","","","1","3","2018-10-15","en"
"JcXTSCSQhfDY4i2hvkH5bxY+eFO+Wxra1yefkWLzWrc=","JcXTSCSQhfDY4i2hvkH5bxY+eFO+Wxra1yefkWLzWrc=","JcXTSCSQhfDY4i2hvkH5bxY+eFO+Wxra1yefkWLzWrc=","Yemen","‏‏‏‏الزعيم عايش في قلب كل يمني حر شريف ‎‎‎‎#تغريداتي ‎‎‎‎#قد توجع البعض فلك حريه المتابعه أو الالغاء ‎‎‎‎#يمنى🇾🇪🇾🇪 رغم أنف عملا قطر وإيران.
تابعني اتابعك","","454","141","2018-12-05","en"
"K740rpIFvgEMmVDPIHk3CZmfh+6Q5pl0Hh48rFMOPQ=","K740rpIFvgEMmVDPIHk3CZmfh+6Q5pl0Hh48rFMOPQ=","K740rpIFvgEMmVDPIHk3CZmfh+6Q5pl0Hh48rFMOPQ=","","You may look in the mirror and see flaws, but someone else can look at you and only see perfection ✨","","14","62","2018-12-08","en"
"aWH9lH2cFJcKo9fFDLE8KehCU6ltGQERt1CVOKAgxBQ=","aWH9lH2cFJcKo9fFDLE8KehCU6ltGQERt1CVOKAgxBQ=","aWH9lH2cFJcKo9fFDLE8KehCU6ltGQERt1CVOKAgxBQ=","","اقتَلَع جزءًا منِّي وغَاب.. الأب وطنّ،والمُوت إحتل وطنِي✈️🛩️🚁","","44","144","2018-12-16","en"
"yzlsafJBOZzh3ObaVgqnazzCjP0bpJe9oEDkQ8kcI4=","yzlsafJBOZzh3ObaVgqnazzCjP0bpJe9oEDkQ8kcI4=","yzlsafJBOZzh3ObaVgqnazzCjP0bpJe9oEDkQ8kcI4=","","","","0","0","2018-12-19","en"
"wzzRtQafDowWKXcTVGfwg0rihHCkdcLOZ0+MHeS1Oo=","wzzRtQafDowWKXcTVGfwg0rihHCkdcLOZ0+MHeS1Oo=","wzzRtQafDowWKXcTVGfwg0rihHCkdcLOZ0+MHeS1Oo=","","","","7","15","2018-12-24","en"
"d3lJR6AybGmiDyc0i3EIU17zRFKRPWdxXp2o0SU=","d3lJR6AybGmiDyc0i3EIU17zRFKRPWdxXp2o0SU=","d3lJR6AybGmiDyc0i3EIU17zRFKRPWdxXp2o0SU=","","","","14","17","2019-03-07","en"
"CedNJ4UleSD5cC54XZ4fjLrHhyFs+HgXfFYvdiZ6eUo=","CedNJ4UleSD5cC54XZ4fjLrHhyFs+HgXfFYvdiZ6eUo=","CedNJ4UleSD5cC54XZ4fjLrHhyFs+HgXfFYvdiZ6eUo=","","","","1","2","2015-12-10","fr"
"J+PTNW5ouiAL6CWLyVE9Hqzm65eNLv+pjHJTpqzw0=","J+PTNW5ouiAL6CWLyVE9Hqzm65eNLv+pjHJTpqzw0=","J+PTNW5ouiAL6CWLyVE9Hqzm65eNLv+pjHJTpqzw0=","江苏","自给自足","","96","567","2018-05-24","en"
"5RdZ6Mi7TZJA0Qo2Hz8CJq7QNlEXq3hVDW0pYBBtZ0=","5RdZ6Mi7TZJA0Qo2Hz8CJq7QNlEXq3hVDW0pYBBtZ0=","5RdZ6Mi7TZJA0Qo2Hz8CJq7QNlEXq3hVDW0pYBBtZ0=","Ryazan, Russia","Не возможно жить спокойно","","110","430","2018-08-21","en"
"Xua6x4O070Gcq+HFIhfo+qsMfxGAJGQsznWvwPKewB8=","Xua6x4O070Gcq+HFIhfo+qsMfxGAJGQsznWvwPKewB8=","Xua6x4O070Gcq+HFIhfo+qsMfxGAJGQsznWvwPKewB8=","Yemen","فسيكفيكهم الله وهو السميع العليم","","11","87","2018-09-06","en"
"8PRqsV1AdHe2K2caUchbmoK8FIH1dpu5C6VpwEYvk=","8PRqsV1AdHe2K2caUchbmoK8FIH1dpu5C6VpwEYvk=","8PRqsV1AdHe2K2caUchbmoK8FIH1dpu5C6VpwEYvk=","Yemen","قال اليماني افتخر بالأنتما ... لك يايمن ياتاج حبي والعروس 🇾🇪🇾🇪🇾🇪","","36","65","2018-09-12","en"
"vcOwhv6HNO0mxqqj591n44gfMozpzMizQzofGlGTsM=","vcOwhv6HNO0mxqqj591n44gfMozpzMizQzofGlGTsM=","vcOwhv6HNO0mxqqj591n44gfMozpzMizQzofGlGTsM=","","","","61","73","2018-11-21","en"
"qXTRkRhPfl7dBNBIzy0+8SLfp8EiBSR7SGczscJN4=","qXTRkRhPfl7dBNBIzy0+8SLfp8EiBSR7SGczscJN4=","qXTRkRhPfl7dBNBIzy0+8SLfp8EiBSR7SGczscJN4=","","أغار بقوة , أحب بصدق , وأحزن بعمق , لا أجيد لعب الادوار , ولا أتقن لبس الاقنعة , وعندما أصمت فأنا حقاً أتألم..💔","","31","107","2018-12-04","en"
"wGf7bCWDR6L1ao8Kx6PQWbtyL567SO9UcCcWkHVrSi8=","wGf7bCWDR6L1ao8Kx6PQWbtyL567SO9UcCcWkHVrSi8=","wGf7bCWDR6L1ao8Kx6PQWbtyL567SO9UcCcWkHVrSi8=","Yemen","I want to know what passion is. I want to feel something strongly.","","126","354","2018-09-15","en"
"up+XtrBNbeefqLAec80FgzdQJgXQjvnXal2KogBW2U=","up+XtrBNbeefqLAec80FgzdQJgXQjvnXal2KogBW2U=","up+XtrBNbeefqLAec80FgzdQJgXQjvnXal2KogBW2U=","","","","220","14","2018-03-14","en"
"zARJoc2LIpXcgjkoDQDuImHLrfumlWUkRX6l6ng9aY=","zARJoc2LIpXcgjkoDQDuImHLrfumlWUkRX6l6ng9aY=","zARJoc2LIpXcgjkoDQDuImHLrfumlWUkRX6l6ng9aY=","苏州","感谢生命中有篮球, 有你❤","","65","562","2018-08-18","en"
"PD2JDcVcMXJVeqWub0mbbbwGSWLgl0t9Yk1M+lyDRGY=","PD2JDcVcMXJVeqWub0mbbbwGSWLgl0t9Yk1M+lyDRGY=","PD2JDcVcMXJVeqWub0mbbbwGSWLgl0t9Yk1M+lyDRGY=","Turkey","A Freelance journalist 🇹🇷🇹🇷","","90","555","2018-09-05","en"
"sU+00vCfZxU+Eh5bBclnwZdQetGkAyniZmqDsgctIw=","sU+00vCfZxU+Eh5bBclnwZdQetGkAyniZmqDsgctIw=","sU+00vCfZxU+Eh5bBclnwZdQetGkAyniZmqDsgctIw=","Somalia","A SOMALI MAN 🇸🇴 LOVE FOOTBALL ⚽️⚽️","","10","61","2018-11-05","en"
"sU1hDJVq+D82fNL4vhqVabuTgTZ+s5nj7hXkanqIPso=","sU1hDJVq+D82fNL4vhqVabuTgTZ+s5nj7hXkanqIPso=","sU1hDJVq+D82fNL4vhqVabuTgTZ+s5nj7hXkanqIPso=","Sudan","صلي علي رسول الله 🌸 السودان 🇸🇩😍","","532","565","2018-12-06","en"
"KuwBw+l1ik6THTYDndAEY7A9Wi64LdD4iYBeG2sUA=","KuwBw+l1ik6THTYDndAEY7A9Wi64LdD4iYBeG2sUA=","KuwBw+l1ik6THTYDndAEY7A9Wi64LdD4iYBeG2sUA=","United States","My Daughter is my everything❤️ Freelancer journalist.. My opinions is mine and has nothing to do with any place i am working for.  

 New Account.","","5","51","2018-08-21","en"
"n8glfpdApnF6mbVSDjNzPM+ZJeu3jFvErCMpnA1q8mA=","n8glfpdApnF6mbVSDjNzPM+ZJeu3jFvErCMpnA1q8mA=","n8glfpdApnF6mbVSDjNzPM+ZJeu3jFvErCMpnA1q8mA=","Italy","Non programmare niente nella vita,il bello arriva improvvisando.","","222","791","2018-08-22","it"
"cV6GZspYaL3z4SKhtFzvE1eqTZvXR34SxQjmtleIB1g=","cV6GZspYaL3z4SKhtFzvE1eqTZvXR34SxQjmtleIB1g=","cV6GZspYaL3z4SKhtFzvE1eqTZvXR34SxQjmtleIB1g=","Rio Grande do Sul, Brazil","De alegrias instantâneas e tristezas exageradas! 😋😉😊","https://t.co/MJdvDWu8l7","32","104","2018-11-06","en"
"fPCvoClUUsgVsVth+0k3ouPNzjMj3NnXf0KrUsXEWU=","fPCvoClUUsgVsVth+0k3ouPNzjMj3NnXf0KrUsXEWU=","fPCvoClUUsgVsVth+0k3ouPNzjMj3NnXf0KrUsXEWU=","الحديدة","الثورة اليمنية ثورة شعب لا يقهر 
اليمن فى القلب 🇾🇪","","4","12","2019-01-24","en"
"AnxIiRZre9M6CH4klCH46qdmpqMQ0Sa5gewnlVeRpUw=","AnxIiRZre9M6CH4klCH46qdmpqMQ0Sa5gewnlVeRpUw=","AnxIiRZre9M6CH4klCH46qdmpqMQ0Sa5gewnlVeRpUw=","Sana'a, Yemen","Yemeni and proud.
#Yemen 🇾🇪🇾🇪","","122","640","2018-03-12","en"
"Cy3orpXPpaxWVbV3nHyiNspO0V8PliXJ3yDgyzqEWbY=","Cy3orpXPpaxWVbV3nHyiNspO0V8PliXJ3yDgyzqEWbY=","Cy3orpXPpaxWVbV3nHyiNspO0V8PliXJ3yDgyzqEWbY=","Yemen","Yemeni journalist","","98","178","2018-03-12","en"
"dr2AzPZyxbW68E8BPezCIGBlzRq8Nc7sxDZH8Tlf8A=","dr2AzPZyxbW68E8BPezCIGBlzRq8Nc7sxDZH8Tlf8A=","dr2AzPZyxbW68E8BPezCIGBlzRq8Nc7sxDZH8Tlf8A=","سقطرى","يارب إحفظ اليمن أهله يارب عليك بكل من سعى لخرابها","","542","642","2018-09-16","en"
"mdX8dL8mEPIRQp+rAL5054IApUiFzhRCzfgomPWJzo=","mdX8dL8mEPIRQp+rAL5054IApUiFzhRCzfgomPWJzo=","mdX8dL8mEPIRQp+rAL5054IApUiFzhRCzfgomPWJzo=","","","","83","139","2018-11-22","en"
"ZKHSMB9V4U7FBn395iZ9RP5dwqcOct2Rh56zNYmyY=","ZKHSMB9V4U7FBn395iZ9RP5dwqcOct2Rh56zNYmyY=","ZKHSMB9V4U7FBn395iZ9RP5dwqcOct2Rh56zNYmyY=","Dubai","اللهم ارحم من اشتاقت لها الدنيا 💔💔","","317","414","2018-12-08","en"
"pOkzpM91YHvZu2jeIWzQZ8nuPUHXHr6Aqimkhd5Z5xs=","pOkzpM91YHvZu2jeIWzQZ8nuPUHXHr6Aqimkhd5Z5xs=","pOkzpM91YHvZu2jeIWzQZ8nuPUHXHr6Aqimkhd5Z5xs=","","29 岁，律师，希望访问世界各国。","","0","9","2018-12-19","en"
"T3vnXz7O1DLNwJpI75o9Yrq1IHjeP8a8dq+qgpuCa4=","T3vnXz7O1DLNwJpI75o9Yrq1IHjeP8a8dq+qgpuCa4=","T3vnXz7O1DLNwJpI75o9Yrq1IHjeP8a8dq+qgpuCa4=","United Arab Emirates","انضج الثمار اعلاها على الشجرة 🌲 ✋🏻","","17","45","2019-02-01","en"
"xPvBhCj7NMvfPrSs9zWRrV81cvGQM30joDmvHEJuU=","xPvBhCj7NMvfPrSs9zWRrV81cvGQM30joDmvHEJuU=","xPvBhCj7NMvfPrSs9zWRrV81cvGQM30joDmvHEJuU=","","سياسة الأخبار الأخبار العامة أخبار العالم المال والأعمال الحكومة والسياسة الموسيقى","","277","418","2018-03-11","en"
